sample_id,dataset,video_path,label,frame_count,width,height,codec,file_size_mb,manipulation,generator,subject_id,source_id,original_video_id,split_group_id,audio_path,split,first_id
FFPP_0005534,FaceForensics++,NeuralTextures/534_490.mp4,1,384,1280,720,h264,1.55,NeuralTextures,NeuralTextures,,ORIG_490,ORIG_534,PAIR_ORIG_490_ORIG_534,,,534
FFPP_0005535,FaceForensics++,NeuralTextures/535_587.mp4,1,626,640,480,h264,0.79,NeuralTextures,NeuralTextures,,ORIG_587,ORIG_535,PAIR_ORIG_535_ORIG_587,,,535
FFPP_0005536,FaceForensics++,NeuralTextures/536_540.mp4,1,603,1280,720,h264,1.91,NeuralTextures,NeuralTextures,,ORIG_540,ORIG_536,PAIR_ORIG_536_ORIG_540,,,536
FFPP_0005537,FaceForensics++,NeuralTextures/537_563.mp4,1,385,1280,720,h264,1.95,NeuralTextures,NeuralTextures,,ORIG_563,ORIG_537,PAIR_ORIG_537_ORIG_563,,,537
FFPP_0005538,FaceForensics++,NeuralTextures/538_493.mp4,1,395,832,480,h264,0.76,NeuralTextures,NeuralTextures,,ORIG_493,ORIG_538,PAIR_ORIG_493_ORIG_538,,,538
FFPP_0005539,FaceForensics++,NeuralTextures/539_499.mp4,1,313,640,480,h264,0.4,NeuralTextures,NeuralTextures,,ORIG_499,ORIG_539,PAIR_ORIG_499_ORIG_539,,,539
FFPP_0005540,FaceForensics++,NeuralTextures/540_536.mp4,1,603,1280,720,h264,1.53,NeuralTextures,NeuralTextures,,ORIG_536,ORIG_540,PAIR_ORIG_536_ORIG_540,,,540
FFPP_0005541,FaceForensics++,NeuralTextures/541_523.mp4,1,375,640,480,h264,0.38,NeuralTextures,NeuralTextures,,ORIG_523,ORIG_541,PAIR_ORIG_523_ORIG_541,,,541
FFPP_0005542,FaceForensics++,NeuralTextures/542_520.mp4,1,320,1280,720,h264,1.09,NeuralTextures,NeuralTextures,,ORIG_520,ORIG_542,PAIR_ORIG_520_ORIG_542,,,542
FFPP_0005543,FaceForensics++,NeuralTextures/543_559.mp4,1,334,640,480,h264,0.58,NeuralTextures,NeuralTextures,,ORIG_559,ORIG_543,PAIR_ORIG_543_ORIG_559,,,543
FFPP_0005544,FaceForensics++,NeuralTextures/544_532.mp4,1,355,1280,720,h264,1.54,NeuralTextures,NeuralTextures,,ORIG_532,ORIG_544,PAIR_ORIG_532_ORIG_544,,,544
FFPP_0005545,FaceForensics++,NeuralTextures/545_553.mp4,1,364,640,480,h264,0.77,NeuralTextures,NeuralTextures,,ORIG_553,ORIG_545,PAIR_ORIG_545_ORIG_553,,,545
FFPP_0005546,FaceForensics++,NeuralTextures/546_621.mp4,1,370,832,480,h264,0.5,NeuralTextures,NeuralTextures,,ORIG_621,ORIG_546,PAIR_ORIG_546_ORIG_621,,,546
FFPP_0005547,FaceForensics++,NeuralTextures/547_574.mp4,1,496,1920,1080,h264,3.62,NeuralTextures,NeuralTextures,,ORIG_574,ORIG_547,PAIR_ORIG_547_ORIG_574,,,547
FFPP_0005548,FaceForensics++,NeuralTextures/548_632.mp4,1,427,1280,720,h264,1.82,NeuralTextures,NeuralTextures,,ORIG_632,ORIG_548,PAIR_ORIG_548_ORIG_632,,,548
FFPP_0005549,FaceForensics++,NeuralTextures/549_531.mp4,1,319,1280,720,h264,6.89,NeuralTextures,NeuralTextures,,ORIG_531,ORIG_549,PAIR_ORIG_531_ORIG_549,,,549
FFPP_0005550,FaceForensics++,NeuralTextures/550_452.mp4,1,444,640,480,h264,0.6,NeuralTextures,NeuralTextures,,ORIG_452,ORIG_550,PAIR_ORIG_452_ORIG_550,,,550
FFPP_0005551,FaceForensics++,NeuralTextures/551_631.mp4,1,424,1280,720,h264,2.89,NeuralTextures,NeuralTextures,,ORIG_631,ORIG_551,PAIR_ORIG_551_ORIG_631,,,551
FFPP_0005552,FaceForensics++,NeuralTextures/552_851.mp4,1,303,1280,720,h264,1.23,NeuralTextures,NeuralTextures,,ORIG_851,ORIG_552,PAIR_ORIG_552_ORIG_851,,,552
FFPP_0005553,FaceForensics++,NeuralTextures/553_545.mp4,1,364,640,480,h264,0.48,NeuralTextures,NeuralTextures,,ORIG_545,ORIG_553,PAIR_ORIG_545_ORIG_553,,,553
FFPP_0005554,FaceForensics++,NeuralTextures/554_572.mp4,1,347,1280,720,h264,1.09,NeuralTextures,NeuralTextures,,ORIG_572,ORIG_554,PAIR_ORIG_554_ORIG_572,,,554
FFPP_0005555,FaceForensics++,NeuralTextures/555_516.mp4,1,354,1920,1080,h264,4.06,NeuralTextures,NeuralTextures,,ORIG_516,ORIG_555,PAIR_ORIG_516_ORIG_555,,,555
FFPP_0005556,FaceForensics++,NeuralTextures/556_588.mp4,1,372,640,480,h264,0.49,NeuralTextures,NeuralTextures,,ORIG_588,ORIG_556,PAIR_ORIG_556_ORIG_588,,,556
FFPP_0005557,FaceForensics++,NeuralTextures/557_560.mp4,1,349,832,480,h264,0.69,NeuralTextures,NeuralTextures,,ORIG_560,ORIG_557,PAIR_ORIG_557_ORIG_560,,,557
FFPP_0005558,FaceForensics++,NeuralTextures/558_583.mp4,1,475,1280,720,h264,2.81,NeuralTextures,NeuralTextures,,ORIG_583,ORIG_558,PAIR_ORIG_558_ORIG_583,,,558
FFPP_0005559,FaceForensics++,NeuralTextures/559_543.mp4,1,334,1280,720,h264,2.29,NeuralTextures,NeuralTextures,,ORIG_543,ORIG_559,PAIR_ORIG_543_ORIG_559,,,559
FFPP_0005560,FaceForensics++,NeuralTextures/560_557.mp4,1,349,640,480,h264,0.39,NeuralTextures,NeuralTextures,,ORIG_557,ORIG_560,PAIR_ORIG_557_ORIG_560,,,560
FFPP_0005561,FaceForensics++,NeuralTextures/561_998.mp4,1,344,1920,1080,h264,2.47,NeuralTextures,NeuralTextures,,ORIG_998,ORIG_561,PAIR_ORIG_561_ORIG_998,,,561
FFPP_0005562,FaceForensics++,NeuralTextures/562_626.mp4,1,467,1280,720,h264,2.89,NeuralTextures,NeuralTextures,,ORIG_626,ORIG_562,PAIR_ORIG_562_ORIG_626,,,562
FFPP_0005563,FaceForensics++,NeuralTextures/563_537.mp4,1,385,640,480,h264,0.57,NeuralTextures,NeuralTextures,,ORIG_537,ORIG_563,PAIR_ORIG_537_ORIG_563,,,563
FFPP_0005564,FaceForensics++,NeuralTextures/564_971.mp4,1,354,1920,1080,h264,2.09,NeuralTextures,NeuralTextures,,ORIG_971,ORIG_564,PAIR_ORIG_564_ORIG_971,,,564
FFPP_0005565,FaceForensics++,NeuralTextures/565_589.mp4,1,430,640,480,h264,0.82,NeuralTextures,NeuralTextures,,ORIG_589,ORIG_565,PAIR_ORIG_565_ORIG_589,,,565
FFPP_0005566,FaceForensics++,NeuralTextures/566_617.mp4,1,312,832,480,h264,1.37,NeuralTextures,NeuralTextures,,ORIG_617,ORIG_566,PAIR_ORIG_566_ORIG_617,,,566
FFPP_0005567,FaceForensics++,NeuralTextures/567_606.mp4,1,337,832,480,h264,0.59,NeuralTextures,NeuralTextures,,ORIG_606,ORIG_567,PAIR_ORIG_567_ORIG_606,,,567
FFPP_0005568,FaceForensics++,NeuralTextures/568_628.mp4,1,570,640,480,h264,0.94,NeuralTextures,NeuralTextures,,ORIG_628,ORIG_568,PAIR_ORIG_568_ORIG_628,,,568
FFPP_0005569,FaceForensics++,NeuralTextures/569_921.mp4,1,296,1920,1080,h264,2.57,NeuralTextures,NeuralTextures,,ORIG_921,ORIG_569,PAIR_ORIG_569_ORIG_921,,,569
FFPP_0005570,FaceForensics++,NeuralTextures/570_624.mp4,1,350,1280,720,h264,1.45,NeuralTextures,NeuralTextures,,ORIG_624,ORIG_570,PAIR_ORIG_570_ORIG_624,,,570
FFPP_0005571,FaceForensics++,NeuralTextures/571_746.mp4,1,493,1280,720,h264,2.46,NeuralTextures,NeuralTextures,,ORIG_746,ORIG_571,PAIR_ORIG_571_ORIG_746,,,571
FFPP_0005572,FaceForensics++,NeuralTextures/572_554.mp4,1,347,1280,720,h264,1.37,NeuralTextures,NeuralTextures,,ORIG_554,ORIG_572,PAIR_ORIG_554_ORIG_572,,,572
FFPP_0005573,FaceForensics++,NeuralTextures/573_757.mp4,1,441,1280,720,h264,2.07,NeuralTextures,NeuralTextures,,ORIG_757,ORIG_573,PAIR_ORIG_573_ORIG_757,,,573
FFPP_0005574,FaceForensics++,NeuralTextures/574_547.mp4,1,496,640,480,h264,0.81,NeuralTextures,NeuralTextures,,ORIG_547,ORIG_574,PAIR_ORIG_547_ORIG_574,,,574
FFPP_0005575,FaceForensics++,NeuralTextures/575_603.mp4,1,296,1280,720,h264,1.59,NeuralTextures,NeuralTextures,,ORIG_603,ORIG_575,PAIR_ORIG_575_ORIG_603,,,575
FFPP_0005576,FaceForensics++,NeuralTextures/576_155.mp4,1,461,1280,720,h264,2.79,NeuralTextures,NeuralTextures,,ORIG_155,ORIG_576,PAIR_ORIG_155_ORIG_576,,,576
FFPP_0005577,FaceForensics++,NeuralTextures/577_593.mp4,1,344,1920,1080,h264,2.24,NeuralTextures,NeuralTextures,,ORIG_593,ORIG_577,PAIR_ORIG_577_ORIG_593,,,577
FFPP_0005578,FaceForensics++,NeuralTextures/578_636.mp4,1,335,1280,720,h264,1.02,NeuralTextures,NeuralTextures,,ORIG_636,ORIG_578,PAIR_ORIG_578_ORIG_636,,,578
FFPP_0005579,FaceForensics++,NeuralTextures/579_701.mp4,1,393,1920,1080,h264,2.62,NeuralTextures,NeuralTextures,,ORIG_701,ORIG_579,PAIR_ORIG_579_ORIG_701,,,579
FFPP_0005580,FaceForensics++,NeuralTextures/580_524.mp4,1,292,1280,720,h264,1.06,NeuralTextures,NeuralTextures,,ORIG_524,ORIG_580,PAIR_ORIG_524_ORIG_580,,,580
FFPP_0005581,FaceForensics++,NeuralTextures/581_697.mp4,1,382,1920,1080,h264,4.16,NeuralTextures,NeuralTextures,,ORIG_697,ORIG_581,PAIR_ORIG_581_ORIG_697,,,581
FFPP_0005582,FaceForensics++,NeuralTextures/582_172.mp4,1,431,640,480,h264,1.78,NeuralTextures,NeuralTextures,,ORIG_172,ORIG_582,PAIR_ORIG_172_ORIG_582,,,582
FFPP_0005583,FaceForensics++,NeuralTextures/583_558.mp4,1,475,1280,720,h264,1.63,NeuralTextures,NeuralTextures,,ORIG_558,ORIG_583,PAIR_ORIG_558_ORIG_583,,,583
FFPP_0005584,FaceForensics++,NeuralTextures/584_823.mp4,1,475,1280,720,h264,1.84,NeuralTextures,NeuralTextures,,ORIG_823,ORIG_584,PAIR_ORIG_584_ORIG_823,,,584
FFPP_0005585,FaceForensics++,NeuralTextures/585_599.mp4,1,359,1280,720,h264,1.49,NeuralTextures,NeuralTextures,,ORIG_599,ORIG_585,PAIR_ORIG_585_ORIG_599,,,585
FFPP_0005586,FaceForensics++,NeuralTextures/586_223.mp4,1,336,1920,1080,h264,3.05,NeuralTextures,NeuralTextures,,ORIG_223,ORIG_586,PAIR_ORIG_223_ORIG_586,,,586
FFPP_0005587,FaceForensics++,NeuralTextures/587_535.mp4,1,626,640,480,h264,0.89,NeuralTextures,NeuralTextures,,ORIG_535,ORIG_587,PAIR_ORIG_535_ORIG_587,,,587
FFPP_0005588,FaceForensics++,NeuralTextures/588_556.mp4,1,372,832,480,h264,0.59,NeuralTextures,NeuralTextures,,ORIG_556,ORIG_588,PAIR_ORIG_556_ORIG_588,,,588
FFPP_0005589,FaceForensics++,NeuralTextures/589_565.mp4,1,430,640,480,h264,0.9,NeuralTextures,NeuralTextures,,ORIG_565,ORIG_589,PAIR_ORIG_565_ORIG_589,,,589
FFPP_0005590,FaceForensics++,NeuralTextures/590_034.mp4,1,407,1920,1080,h264,4.15,NeuralTextures,NeuralTextures,,ORIG_034,ORIG_590,PAIR_ORIG_034_ORIG_590,,,590
FFPP_0005591,FaceForensics++,NeuralTextures/591_605.mp4,1,541,1280,720,h264,2.63,NeuralTextures,NeuralTextures,,ORIG_605,ORIG_591,PAIR_ORIG_591_ORIG_605,,,591
FFPP_0005592,FaceForensics++,NeuralTextures/592_500.mp4,1,292,832,480,h264,0.47,NeuralTextures,NeuralTextures,,ORIG_500,ORIG_592,PAIR_ORIG_500_ORIG_592,,,592
FFPP_0005593,FaceForensics++,NeuralTextures/593_577.mp4,1,344,1920,1080,h264,2.49,NeuralTextures,NeuralTextures,,ORIG_577,ORIG_593,PAIR_ORIG_577_ORIG_593,,,593
FFPP_0005594,FaceForensics++,NeuralTextures/594_530.mp4,1,294,1280,720,h264,1.03,NeuralTextures,NeuralTextures,,ORIG_530,ORIG_594,PAIR_ORIG_530_ORIG_594,,,594
FFPP_0005595,FaceForensics++,NeuralTextures/595_597.mp4,1,297,1280,720,h264,1.06,NeuralTextures,NeuralTextures,,ORIG_597,ORIG_595,PAIR_ORIG_595_ORIG_597,,,595
FFPP_0005596,FaceForensics++,NeuralTextures/596_609.mp4,1,489,576,480,h264,0.92,NeuralTextures,NeuralTextures,,ORIG_609,ORIG_596,PAIR_ORIG_596_ORIG_609,,,596
FFPP_0005597,FaceForensics++,NeuralTextures/597_595.mp4,1,297,640,480,h264,0.46,NeuralTextures,NeuralTextures,,ORIG_595,ORIG_597,PAIR_ORIG_595_ORIG_597,,,597
FFPP_0005598,FaceForensics++,NeuralTextures/598_178.mp4,1,521,640,480,h264,0.47,NeuralTextures,NeuralTextures,,ORIG_178,ORIG_598,PAIR_ORIG_178_ORIG_598,,,598
FFPP_0005599,FaceForensics++,NeuralTextures/599_585.mp4,1,359,1280,720,h264,1.7,NeuralTextures,NeuralTextures,,ORIG_585,ORIG_599,PAIR_ORIG_585_ORIG_599,,,599
FFPP_0005600,FaceForensics++,NeuralTextures/600_505.mp4,1,388,640,480,h264,0.9,NeuralTextures,NeuralTextures,,ORIG_505,ORIG_600,PAIR_ORIG_505_ORIG_600,,,600
FFPP_0005601,FaceForensics++,NeuralTextures/601_653.mp4,1,364,640,480,h264,0.5,NeuralTextures,NeuralTextures,,ORIG_653,ORIG_601,PAIR_ORIG_601_ORIG_653,,,601
FFPP_0005602,FaceForensics++,NeuralTextures/602_397.mp4,1,355,1920,1080,h264,3.16,NeuralTextures,NeuralTextures,,ORIG_397,ORIG_602,PAIR_ORIG_397_ORIG_602,,,602
FFPP_0005603,FaceForensics++,NeuralTextures/603_575.mp4,1,296,1280,720,h264,1.08,NeuralTextures,NeuralTextures,,ORIG_575,ORIG_603,PAIR_ORIG_575_ORIG_603,,,603
FFPP_0005604,FaceForensics++,NeuralTextures/604_703.mp4,1,375,1280,720,h264,1.11,NeuralTextures,NeuralTextures,,ORIG_703,ORIG_604,PAIR_ORIG_604_ORIG_703,,,604
FFPP_0005605,FaceForensics++,NeuralTextures/605_591.mp4,1,541,832,480,h264,0.82,NeuralTextures,NeuralTextures,,ORIG_591,ORIG_605,PAIR_ORIG_591_ORIG_605,,,605
FFPP_0005606,FaceForensics++,NeuralTextures/606_567.mp4,1,340,832,480,h264,0.44,NeuralTextures,NeuralTextures,,ORIG_567,ORIG_606,PAIR_ORIG_567_ORIG_606,,,606
FFPP_0005607,FaceForensics++,NeuralTextures/607_683.mp4,1,302,1920,1080,h264,2.36,NeuralTextures,NeuralTextures,,ORIG_683,ORIG_607,PAIR_ORIG_607_ORIG_683,,,607
FFPP_0005608,FaceForensics++,NeuralTextures/608_675.mp4,1,421,576,480,h264,0.58,NeuralTextures,NeuralTextures,,ORIG_675,ORIG_608,PAIR_ORIG_608_ORIG_675,,,608
FFPP_0005609,FaceForensics++,NeuralTextures/609_596.mp4,1,489,576,480,h264,1.52,NeuralTextures,NeuralTextures,,ORIG_596,ORIG_609,PAIR_ORIG_596_ORIG_609,,,609
FFPP_0005610,FaceForensics++,NeuralTextures/610_692.mp4,1,354,1280,720,h264,1.63,NeuralTextures,NeuralTextures,,ORIG_692,ORIG_610,PAIR_ORIG_610_ORIG_692,,,610
FFPP_0005611,FaceForensics++,NeuralTextures/611_760.mp4,1,306,640,480,h264,0.37,NeuralTextures,NeuralTextures,,ORIG_760,ORIG_611,PAIR_ORIG_611_ORIG_760,,,611
FFPP_0005612,FaceForensics++,NeuralTextures/612_702.mp4,1,420,1280,720,h264,1.95,NeuralTextures,NeuralTextures,,ORIG_702,ORIG_612,PAIR_ORIG_612_ORIG_702,,,612
FFPP_0005613,FaceForensics++,NeuralTextures/613_685.mp4,1,415,1280,720,h264,1.24,NeuralTextures,NeuralTextures,,ORIG_685,ORIG_613,PAIR_ORIG_613_ORIG_685,,,613
FFPP_0005614,FaceForensics++,NeuralTextures/614_616.mp4,1,507,1280,720,h264,2.01,NeuralTextures,NeuralTextures,,ORIG_616,ORIG_614,PAIR_ORIG_614_ORIG_616,,,614
FFPP_0005615,FaceForensics++,NeuralTextures/615_687.mp4,1,452,1280,720,h264,1.7,NeuralTextures,NeuralTextures,,ORIG_687,ORIG_615,PAIR_ORIG_615_ORIG_687,,,615
FFPP_0005616,FaceForensics++,NeuralTextures/616_614.mp4,1,507,640,480,h264,1.13,NeuralTextures,NeuralTextures,,ORIG_614,ORIG_616,PAIR_ORIG_614_ORIG_616,,,616
FFPP_0005617,FaceForensics++,NeuralTextures/617_566.mp4,1,312,832,480,h264,0.58,NeuralTextures,NeuralTextures,,ORIG_566,ORIG_617,PAIR_ORIG_566_ORIG_617,,,617
FFPP_0005618,FaceForensics++,NeuralTextures/618_629.mp4,1,382,1280,720,h264,1.92,NeuralTextures,NeuralTextures,,ORIG_629,ORIG_618,PAIR_ORIG_618_ORIG_629,,,618
FFPP_0005619,FaceForensics++,NeuralTextures/619_620.mp4,1,305,1280,720,h264,0.95,NeuralTextures,NeuralTextures,,ORIG_620,ORIG_619,PAIR_ORIG_619_ORIG_620,,,619
FFPP_0005620,FaceForensics++,NeuralTextures/620_619.mp4,1,305,1920,1080,h264,2.21,NeuralTextures,NeuralTextures,,ORIG_619,ORIG_620,PAIR_ORIG_619_ORIG_620,,,620
FFPP_0005621,FaceForensics++,NeuralTextures/621_546.mp4,1,370,1280,720,h264,1.6,NeuralTextures,NeuralTextures,,ORIG_546,ORIG_621,PAIR_ORIG_546_ORIG_621,,,621
FFPP_0005622,FaceForensics++,NeuralTextures/622_647.mp4,1,371,1280,720,h264,1.07,NeuralTextures,NeuralTextures,,ORIG_647,ORIG_622,PAIR_ORIG_622_ORIG_647,,,622
FFPP_0005623,FaceForensics++,NeuralTextures/623_630.mp4,1,352,640,480,h264,0.63,NeuralTextures,NeuralTextures,,ORIG_630,ORIG_623,PAIR_ORIG_623_ORIG_630,,,623
FFPP_0005624,FaceForensics++,NeuralTextures/624_570.mp4,1,350,832,480,h264,1.28,NeuralTextures,NeuralTextures,,ORIG_570,ORIG_624,PAIR_ORIG_570_ORIG_624,,,624
FFPP_0005625,FaceForensics++,NeuralTextures/625_650.mp4,1,332,640,480,h264,0.59,NeuralTextures,NeuralTextures,,ORIG_650,ORIG_625,PAIR_ORIG_625_ORIG_650,,,625
FFPP_0005626,FaceForensics++,NeuralTextures/626_562.mp4,1,467,832,480,h264,0.95,NeuralTextures,NeuralTextures,,ORIG_562,ORIG_626,PAIR_ORIG_562_ORIG_626,,,626
FFPP_0005627,FaceForensics++,NeuralTextures/627_658.mp4,1,374,576,480,h264,0.79,NeuralTextures,NeuralTextures,,ORIG_658,ORIG_627,PAIR_ORIG_627_ORIG_658,,,627
FFPP_0005628,FaceForensics++,NeuralTextures/628_568.mp4,1,570,640,480,h264,0.8,NeuralTextures,NeuralTextures,,ORIG_568,ORIG_628,PAIR_ORIG_568_ORIG_628,,,628
FFPP_0005629,FaceForensics++,NeuralTextures/629_618.mp4,1,382,1280,720,h264,1.44,NeuralTextures,NeuralTextures,,ORIG_618,ORIG_629,PAIR_ORIG_618_ORIG_629,,,629
FFPP_0005630,FaceForensics++,NeuralTextures/630_623.mp4,1,352,640,480,h264,1.09,NeuralTextures,NeuralTextures,,ORIG_623,ORIG_630,PAIR_ORIG_623_ORIG_630,,,630
FFPP_0005631,FaceForensics++,NeuralTextures/631_551.mp4,1,424,640,480,h264,1.02,NeuralTextures,NeuralTextures,,ORIG_551,ORIG_631,PAIR_ORIG_551_ORIG_631,,,631
FFPP_0005632,FaceForensics++,NeuralTextures/632_548.mp4,1,427,1920,1080,h264,3.76,NeuralTextures,NeuralTextures,,ORIG_548,ORIG_632,PAIR_ORIG_548_ORIG_632,,,632
FFPP_0005633,FaceForensics++,NeuralTextures/633_529.mp4,1,335,1280,720,h264,1.34,NeuralTextures,NeuralTextures,,ORIG_529,ORIG_633,PAIR_ORIG_529_ORIG_633,,,633
FFPP_0005634,FaceForensics++,NeuralTextures/634_660.mp4,1,338,1280,720,h264,1.41,NeuralTextures,NeuralTextures,,ORIG_660,ORIG_634,PAIR_ORIG_634_ORIG_660,,,634
FFPP_0005635,FaceForensics++,NeuralTextures/635_642.mp4,1,573,832,480,h264,1.13,NeuralTextures,NeuralTextures,,ORIG_642,ORIG_635,PAIR_ORIG_635_ORIG_642,,,635
FFPP_0005636,FaceForensics++,NeuralTextures/636_578.mp4,1,335,640,480,h264,0.52,NeuralTextures,NeuralTextures,,ORIG_578,ORIG_636,PAIR_ORIG_578_ORIG_636,,,636
FFPP_0005637,FaceForensics++,NeuralTextures/637_427.mp4,1,468,1280,720,h264,1.04,NeuralTextures,NeuralTextures,,ORIG_427,ORIG_637,PAIR_ORIG_427_ORIG_637,,,637
FFPP_0005638,FaceForensics++,NeuralTextures/638_640.mp4,1,306,1280,720,h264,1.23,NeuralTextures,NeuralTextures,,ORIG_640,ORIG_638,PAIR_ORIG_638_ORIG_640,,,638
FFPP_0005639,FaceForensics++,NeuralTextures/639_841.mp4,1,519,1280,720,h264,1.99,NeuralTextures,NeuralTextures,,ORIG_841,ORIG_639,PAIR_ORIG_639_ORIG_841,,,639
FFPP_0005640,FaceForensics++,NeuralTextures/640_638.mp4,1,306,1280,720,h264,1.28,NeuralTextures,NeuralTextures,,ORIG_638,ORIG_640,PAIR_ORIG_638_ORIG_640,,,640
FFPP_0005641,FaceForensics++,NeuralTextures/641_662.mp4,1,350,1280,720,h264,2.35,NeuralTextures,NeuralTextures,,ORIG_662,ORIG_641,PAIR_ORIG_641_ORIG_662,,,641
FFPP_0005642,FaceForensics++,NeuralTextures/642_635.mp4,1,573,640,480,h264,1.53,NeuralTextures,NeuralTextures,,ORIG_635,ORIG_642,PAIR_ORIG_635_ORIG_642,,,642
FFPP_0005643,FaceForensics++,NeuralTextures/643_646.mp4,1,364,1280,720,h264,1.43,NeuralTextures,NeuralTextures,,ORIG_646,ORIG_643,PAIR_ORIG_643_ORIG_646,,,643
FFPP_0005644,FaceForensics++,NeuralTextures/644_657.mp4,1,413,832,480,h264,0.83,NeuralTextures,NeuralTextures,,ORIG_657,ORIG_644,PAIR_ORIG_644_ORIG_657,,,644
FFPP_0005645,FaceForensics++,NeuralTextures/645_688.mp4,1,554,1920,1080,h264,6.22,NeuralTextures,NeuralTextures,,ORIG_688,ORIG_645,PAIR_ORIG_645_ORIG_688,,,645
FFPP_0005646,FaceForensics++,NeuralTextures/646_643.mp4,1,364,640,480,h264,0.43,NeuralTextures,NeuralTextures,,ORIG_643,ORIG_646,PAIR_ORIG_643_ORIG_646,,,646
FFPP_0005647,FaceForensics++,NeuralTextures/647_622.mp4,1,371,1920,1080,h264,2.53,NeuralTextures,NeuralTextures,,ORIG_622,ORIG_647,PAIR_ORIG_622_ORIG_647,,,647
FFPP_0005648,FaceForensics++,NeuralTextures/648_654.mp4,1,410,1280,720,h264,1.15,NeuralTextures,NeuralTextures,,ORIG_654,ORIG_648,PAIR_ORIG_648_ORIG_654,,,648
FFPP_0005649,FaceForensics++,NeuralTextures/649_816.mp4,1,411,1280,720,h264,1.42,NeuralTextures,NeuralTextures,,ORIG_816,ORIG_649,PAIR_ORIG_649_ORIG_816,,,649
FFPP_0005650,FaceForensics++,NeuralTextures/650_625.mp4,1,332,640,480,h264,0.4,NeuralTextures,NeuralTextures,,ORIG_625,ORIG_650,PAIR_ORIG_625_ORIG_650,,,650
FFPP_0005651,FaceForensics++,NeuralTextures/651_835.mp4,1,380,1280,720,h264,2.23,NeuralTextures,NeuralTextures,,ORIG_835,ORIG_651,PAIR_ORIG_651_ORIG_835,,,651
FFPP_0005652,FaceForensics++,NeuralTextures/652_773.mp4,1,456,1280,720,h264,1.63,NeuralTextures,NeuralTextures,,ORIG_773,ORIG_652,PAIR_ORIG_652_ORIG_773,,,652
FFPP_0005653,FaceForensics++,NeuralTextures/653_601.mp4,1,364,640,480,h264,0.67,NeuralTextures,NeuralTextures,,ORIG_601,ORIG_653,PAIR_ORIG_601_ORIG_653,,,653
FFPP_0005654,FaceForensics++,NeuralTextures/654_648.mp4,1,410,640,480,h264,0.71,NeuralTextures,NeuralTextures,,ORIG_648,ORIG_654,PAIR_ORIG_648_ORIG_654,,,654
FFPP_0005655,FaceForensics++,NeuralTextures/655_444.mp4,1,437,640,480,h264,1.13,NeuralTextures,NeuralTextures,,ORIG_444,ORIG_655,PAIR_ORIG_444_ORIG_655,,,655
FFPP_0005656,FaceForensics++,NeuralTextures/656_666.mp4,1,383,640,480,h264,0.53,NeuralTextures,NeuralTextures,,ORIG_666,ORIG_656,PAIR_ORIG_656_ORIG_666,,,656
FFPP_0005657,FaceForensics++,NeuralTextures/657_644.mp4,1,413,640,480,h264,1.15,NeuralTextures,NeuralTextures,,ORIG_644,ORIG_657,PAIR_ORIG_644_ORIG_657,,,657
FFPP_0005658,FaceForensics++,NeuralTextures/658_627.mp4,1,374,640,480,h264,0.53,NeuralTextures,NeuralTextures,,ORIG_627,ORIG_658,PAIR_ORIG_627_ORIG_658,,,658
FFPP_0005659,FaceForensics++,NeuralTextures/659_749.mp4,1,693,640,480,h264,0.93,NeuralTextures,NeuralTextures,,ORIG_749,ORIG_659,PAIR_ORIG_659_ORIG_749,,,659
FFPP_0005660,FaceForensics++,NeuralTextures/660_634.mp4,1,338,1280,720,h264,3.66,NeuralTextures,NeuralTextures,,ORIG_634,ORIG_660,PAIR_ORIG_634_ORIG_660,,,660
FFPP_0005661,FaceForensics++,NeuralTextures/661_670.mp4,1,481,1280,720,h264,2.88,NeuralTextures,NeuralTextures,,ORIG_670,ORIG_661,PAIR_ORIG_661_ORIG_670,,,661
FFPP_0005662,FaceForensics++,NeuralTextures/662_641.mp4,1,350,1280,720,h264,1.95,NeuralTextures,NeuralTextures,,ORIG_641,ORIG_662,PAIR_ORIG_641_ORIG_662,,,662
FFPP_0005663,FaceForensics++,NeuralTextures/663_231.mp4,1,316,640,480,h264,0.49,NeuralTextures,NeuralTextures,,ORIG_231,ORIG_663,PAIR_ORIG_231_ORIG_663,,,663
FFPP_0005664,FaceForensics++,NeuralTextures/664_668.mp4,1,293,1280,720,h264,1.19,NeuralTextures,NeuralTextures,,ORIG_668,ORIG_664,PAIR_ORIG_664_ORIG_668,,,664
FFPP_0005665,FaceForensics++,NeuralTextures/665_679.mp4,1,324,640,480,h264,0.33,NeuralTextures,NeuralTextures,,ORIG_679,ORIG_665,PAIR_ORIG_665_ORIG_679,,,665
FFPP_0005666,FaceForensics++,NeuralTextures/666_656.mp4,1,383,640,480,h264,0.57,NeuralTextures,NeuralTextures,,ORIG_656,ORIG_666,PAIR_ORIG_656_ORIG_666,,,666
FFPP_0005667,FaceForensics++,NeuralTextures/667_446.mp4,1,423,1920,1080,h264,5.68,NeuralTextures,NeuralTextures,,ORIG_446,ORIG_667,PAIR_ORIG_446_ORIG_667,,,667
FFPP_0005668,FaceForensics++,NeuralTextures/668_664.mp4,1,293,640,480,h264,0.66,NeuralTextures,NeuralTextures,,ORIG_664,ORIG_668,PAIR_ORIG_664_ORIG_668,,,668
